"cty","Name","Household_Income_at_Age_35_rP_gF_p25"
"cty47117","Marshall County, TN",30839
"cty36015","Chemung County, NY",30830
"cty48027","Bell County, TX",30824
"cty28127","Simpson County, MS",30820
"cty21125","Laurel County, KY",30820
"cty18003","Allen County, IN",30815
"cty10005","Sussex County, DE",30814
"cty48305","Lynn County, TX",30812
"cty12061","Indian River County, FL",30808
"cty37179","Union County, NC",30800
"cty54039","Kanawha County, WV",30798
"cty26107","Mecosta County, MI",30797
"cty29093","Iron County, MO",30789
"cty48347","Nacogdoches County, TX",30789
"cty28085","Lincoln County, MS",30776
"cty12129","Wakulla County, FL",30772
"cty13083","Dade County, GA",30766
"cty05021","Clay County, AR",30747
"cty01129","Washington County, AL",30744
"cty37059","Davie County, NC",30742
"cty18103","Miami County, IN",30736
"cty48203","Harrison County, TX",30735
"cty39087","Lawrence County, OH",30727
"cty26079","Kalkaska County, MI",30727
"cty13119","Franklin County, GA",30711
"cty37167","Stanly County, NC",30702
"cty18089","Lake County, IN",30693
"cty40021","Cherokee County, OK",30688
"cty18105","Monroe County, IN",30686
"cty18167","Vigo County, IN",30683
"cty22093","St. James Parish, LA",30669
"cty48225","Houston County, TX",30666
"cty40089","McCurtain County, OK",30648
"cty47169","Trousdale County, TN",30648
"cty22105","Tangipahoa Parish, LA",30638
"cty30035","Glacier County, MT",30633
"cty05071","Johnson County, AR",30633
"cty48375","Potter County, TX",30632
"cty21129","Lee County, KY",30632
"cty20061","Geary County, KS",30621
"cty47017","Carroll County, TN",30615
"cty05033","Crawford County, AR",30614
"cty47185","White County, TN",30613
"cty48113","Dallas County, TX",30610
"cty29175","Randolph County, MO",30610
"cty51193","Westmoreland County, VA",30607
"cty01133","Winston County, AL",30607
"cty35017","Grant County, NM",30604
"cty05085","Lonoke County, AR",30597
"cty22095","St. John the Baptist Parish, LA",30584
"cty35019","Guadalupe County, NM",30584
"cty26051","Gladwin County, MI",30580
"cty29187","St. Francois County, MO",30580
"cty48001","Anderson County, TX",30569
"cty39009","Athens County, OH",30569
"cty01021","Chilton County, AL",30558
"cty29217","Vernon County, MO",30557
"cty55059","Kenosha County, WI",30553
"cty48481","Wharton County, TX",30553
"cty01095","Marshall County, AL",30552
"cty51191","Washington County, VA",30552
"cty35051","Sierra County, NM",30541
"cty21141","Logan County, KY",30539
"cty21199","Pulaski County, KY",30539
"cty23029","Washington County, ME",30514
"cty47135","Perry County, TN",30498
"cty21191","Pendleton County, KY",30481
"cty37193","Wilkes County, NC",30476
"cty39127","Perry County, OH",30469
"cty54055","Mercer County, WV",30461
"cty04027","Yuma County, AZ",30460
"cty47033","Crockett County, TN",30458
"cty35061","Valencia County, NM",30451
"cty21019","Boyd County, KY",30449
"cty02110","Juneau City and Borough, AK",30447
"cty05019","Clark County, AR",30446
"cty28111","Perry County, MS",30442
"cty12095","Orange County, FL",30439
"cty05061","Howard County, AR",30424
"cty02170","Matanuska-Susitna Borough, AK",30406
"cty47003","Bedford County, TN",30403
"cty47123","Monroe County, TN",30395
"cty48169","Garza County, TX",30390
"cty01111","Randolph County, AL",30382
"cty26039","Crawford County, MI",30376
"cty72139","Trujillo Alto Municipio, PR",30361
"cty29125","Maries County, MO",30358
"cty37003","Alexander County, NC",30354
"cty13221","Oglethorpe County, GA",30352
"cty29021","Buchanan County, MO",30340
"cty48349","Navarro County, TX",30329
"cty08101","Pueblo County, CO",30325
"cty47087","Jackson County, TN",30321
"cty51173","Smyth County, VA",30316
"cty47001","Anderson County, TN",30315
"cty45063","Lexington County, SC",30307
"cty18091","LaPorte County, IN",30307
"cty47005","Benton County, TN",30282
"cty28031","Covington County, MS",30279
"cty18069","Huntington County, IN",30271
"cty45015","Berkeley County, SC",30262
"cty39035","Cuyahoga County, OH",30242
"cty01051","Elmore County, AL",30242
"cty39001","Adams County, OH",30242
"cty21161","Mason County, KY",30235
"cty13179","Liberty County, GA",30235
"cty28131","Stone County, MS",30232
"cty47057","Grainger County, TN",30232
"cty47025","Claiborne County, TN",30231
"cty26159","Van Buren County, MI",30225
"cty28057","Itawamba County, MS",30220
"cty12101","Pasco County, FL",30217
"cty17115","Macon County, IL",30211
"cty48063","Camp County, TX",30207
"cty39071","Highland County, OH",30206
"cty04017","Navajo County, AZ",30201
"cty51057","Essex County, VA",30194
"cty37175","Transylvania County, NC",30191
"cty13157","Jackson County, GA",30186
"cty28033","DeSoto County, MS",30178
"cty51169","Scott County, VA",30177
"cty18141","St. Joseph County, IN",30176
"cty05125","Saline County, AR",30175
"cty21017","Bourbon County, KY",30172
"cty51007","Amelia County, VA",30163
"cty13229","Pierce County, GA",30159
"cty05051","Garland County, AR",30155
"cty21203","Rockcastle County, KY",30153
"cty22101","St. Mary Parish, LA",30151
"cty12057","Hillsborough County, FL",30145
"cty51111","Lunenburg County, VA",30141
"cty35005","Chaves County, NM",30138
"cty17201","Winnebago County, IL",30127
"cty47061","Grundy County, TN",30119
"cty13129","Gordon County, GA",30118
"cty13147","Hart County, GA",30116
"cty37021","Buncombe County, NC",30114
"cty17183","Vermilion County, IL",30113
"cty37103","Jones County, NC",30111
"cty26095","Luce County, MI",30105
"cty29201","Scott County, MO",30105
"cty26145","Saginaw County, MI",30097
"cty47099","Lawrence County, TN",30097
"cty04023","Santa Cruz County, AZ",30096
"cty48449","Titus County, TX",30095
"cty51790","Staunton city, VA",30090
"cty01035","Conecuh County, AL",30079
"cty51093","Isle of Wight County, VA",30078
"cty21145","McCracken County, KY",30068
"cty39139","Richland County, OH",30066
"cty12001","Alachua County, FL",30065
"cty39153","Summit County, OH",30063
"cty08031","Denver County, CO",30059
"cty12019","Clay County, FL",30048
"cty47049","Fentress County, TN",30033
"cty39003","Allen County, OH",30033
"cty37169","Stokes County, NC",30032
"cty26075","Jackson County, MI",30028
"cty51520","Bristol city, VA",30023
"cty51036","Charles City County, VA",30016
"cty51105","Lee County, VA",30015
"cty28015","Carroll County, MS",30013
"cty51630","Fredericksburg city, VA",30013
"cty37101","Johnston County, NC",30004
"cty29181","Ripley County, MO",30003
"cty18043","Floyd County, IN",29989
"cty24011","Caroline County, MD",29983
"cty45073","Oconee County, SC",29981
"cty21119","Knott County, KY",29979
"cty13047","Catoosa County, GA",29967
"cty12083","Marion County, FL",29949
"cty48315","Marion County, TX",29949
"cty47077","Henderson County, TN",29941
"cty37061","Duplin County, NC",29934
"cty13247","Rockdale County, GA",29931
"cty21239","Woodford County, KY",29922
"cty45013","Beaufort County, SC",29913
"cty24039","Somerset County, MD",29913
"cty21197","Powell County, KY",29902
"cty29095","Jackson County, MO",29900
"cty18093","Lawrence County, IN",29896
"cty22015","Bossier Parish, LA",29893
"cty21097","Harrison County, KY",29885
"cty42101","Philadelphia County, PA",29881
"cty12069","Lake County, FL",29874
"cty72041","Cidra Municipio, PR",29872
"cty21021","Boyle County, KY",29863
"cty51097","King and Queen County, VA",29857
"cty39017","Butler County, OH",29855
"cty41021","Gilliam County, OR",29841
"cty28007","Attala County, MS",29839
"cty54003","Berkeley County, WV",29829
"cty21205","Rowan County, KY",29811
"cty13223","Paulding County, GA",29810
"cty26021","Berrien County, MI",29799
"cty05079","Lincoln County, AR",29788
"cty47105","Loudon County, TN",29780
"cty47107","McMinn County, TN",29764
"cty35039","Rio Arriba County, NM",29763
"cty13149","Heard County, GA",29762
"cty35037","Quay County, NM",29757
"cty37125","Moore County, NC",29748
"cty24029","Kent County, MD",29743
"cty13013","Barrow County, GA",29741
"cty47139","Polk County, TN",29741
"cty51053","Dinwiddie County, VA",29741
"cty47125","Montgomery County, TN",29740
"cty22061","Lincoln Parish, LA",29740
"cty34001","Atlantic County, NJ",29731
"cty40023","Choctaw County, OK",29727
"cty21211","Shelby County, KY",29724
"cty28001","Adams County, MS",29714
"cty47009","Blount County, TN",29712
"cty22033","East Baton Rouge Parish, LA",29699
"cty05103","Ouachita County, AR",29693
"cty48309","McLennan County, TX",29691
"cty47041","DeKalb County, TN",29673
"cty47119","Maury County, TN",29669
"cty39129","Pickaway County, OH",29666
"cty12121","Suwannee County, FL",29665
"cty21167","Mercer County, KY",29648
"cty12055","Highlands County, FL",29647
"cty29221","Washington County, MO",29632
"cty17143","Peoria County, IL",29627
"cty28101","Newton County, MS",29625
"cty05081","Little River County, AR",29616
"cty45019","Charleston County, SC",29613
"cty17163","St. Clair County, IL",29606
"cty51083","Halifax County, VA",29606
"cty18163","Vanderburgh County, IN",29600
"cty39073","Hocking County, OH",29597
"cty26013","Baraga County, MI",29594
"cty28023","Clarke County, MS",29586
"cty40101","Muskogee County, OK",29580
"cty12073","Leon County, FL",29575
"cty28067","Jones County, MS",29560
"cty13283","Treutlen County, GA",29536
"cty13045","Carroll County, GA",29527
"cty37171","Surry County, NC",29524
"cty01023","Choctaw County, AL",29503
"cty37069","Franklin County, NC",29499
"cty13097","Douglas County, GA",29492
"cty13139","Hall County, GA",29489
"cty51011","Appomattox County, VA",29476
"cty39119","Muskingum County, OH",29476
"cty12033","Escambia County, FL",29467
"cty22037","East Feliciana Parish, LA",29466
"cty01079","Lawrence County, AL",29464
"cty22045","Iberia Parish, LA",29454
"cty13201","Miller County, GA",29449
"cty28115","Pontotoc County, MS",29448
"cty47177","Warren County, TN",29448
"cty12075","Levy County, FL",29440
"cty18005","Bartholomew County, IN",29438
"cty22083","Richland Parish, LA",29436
"cty21151","Madison County, KY",29433
"cty28089","Madison County, MS",29415
"cty13085","Dawson County, GA",29405
"cty13153","Houston County, GA",29400
"cty10003","New Castle County, DE",29393
"cty18119","Owen County, IN",29390
"cty47115","Marion County, TN",29388
"cty04012","La Paz County, AZ",29383
"cty12081","Manatee County, FL",29381
"cty18009","Blackford County, IN",29367
"cty51650","Hampton city, VA",29361
"cty47151","Scott County, TN",29359
"cty01025","Clarke County, AL",29358
"cty55079","Milwaukee County, WI",29355
"cty37129","New Hanover County, NC",29353
"cty29023","Butler County, MO",29352
"cty05043","Drew County, AR",29344
"cty39093","Lorain County, OH",29318
"cty47081","Hickman County, TN",29314
"cty22079","Rapides Parish, LA",29308
"cty05011","Bradley County, AR",29303
"cty12089","Nassau County, FL",29302
"cty13151","Henry County, GA",29287
"cty37177","Tyrrell County, NC",29274
"cty01089","Madison County, AL",29266
"cty21193","Perry County, KY",29264
"cty48395","Robertson County, TX",29257
"cty47183","Weakley County, TN",29256
"cty21181","Nicholas County, KY",29254
"cty11001","District of Columbia, DC",29248
"cty47089","Jefferson County, TN",29240
"cty13169","Jones County, GA",29229
"cty28003","Alcorn County, MS",29220
"cty51089","Henry County, VA",29220
"cty13241","Rabun County, GA",29213
"cty21047","Christian County, KY",29210
"cty29143","New Madrid County, MO",29206
"cty05091","Miller County, AR",29205
"cty37197","Yadkin County, NC",29201
"cty48173","Glasscock County, TX",29198
"cty05095","Monroe County, AR",29195
"cty21105","Hickman County, KY",29193
"cty22031","De Soto Parish, LA",29188
"cty72137","Toa Baja Municipio, PR",29187
"cty28139","Tippah County, MS",29161
"cty34011","Cumberland County, NJ",29155
"cty47011","Bradley County, TN",29150
"cty51700","Newport News city, VA",29149
"cty13101","Echols County, GA",29142
"cty18169","Wabash County, IN",29137
"cty39145","Scioto County, OH",29121
"cty51143","Pittsylvania County, VA",29118
"cty08023","Costilla County, CO",29117
"cty37075","Graham County, NC",29114
"cty37049","Craven County, NC",29109
"cty05003","Ashley County, AR",29106
"cty21051","Clay County, KY",29103
"cty28047","Harrison County, MS",29094
"cty35053","Socorro County, NM",29093
"cty13267","Tattnall County, GA",29093
"cty48405","San Augustine County, TX",29088
"cty05077","Lee County, AR",29076
"cty01055","Etowah County, AL",29067
"cty12047","Hamilton County, FL",29064
"cty13091","Dodge County, GA",29059
"cty37111","McDowell County, NC",29055
"cty33019","Sullivan County, NH",29053
"cty22069","Natchitoches Parish, LA",29051
"cty28077","Lawrence County, MS",29030
"cty51620","Franklin city, VA",29028
"cty13015","Bartow County, GA",29018
"cty48311","McMullen County, TX",29015
"cty28059","Jackson County, MS",29001
"cty39095","Lucas County, OH",29001
"cty21237","Wolfe County, KY",29000
"cty13131","Grady County, GA",28991
"cty05039","Dallas County, AR",28986
"cty13019","Berrien County, GA",28965
"cty01103","Morgan County, AL",28962
"cty12111","St. Lucie County, FL",28959
"cty39079","Jackson County, OH",28951
"cty01127","Walker County, AL",28949
"cty13107","Emanuel County, GA",28935
"cty22119","Webster Parish, LA",28906
"cty72061","Guaynabo Municipio, PR",28901
"cty12063","Jackson County, FL",28901
"cty47071","Hardin County, TN",28891
"cty47155","Sevier County, TN",28886
"cty22121","West Baton Rouge Parish, LA",28884
"cty45045","Greenville County, SC",28883
"cty13001","Appling County, GA",28876
"cty51720","Norton city, VA",28875
"cty39061","Hamilton County, OH",28874
"cty45049","Hampton County, SC",28869
"cty35006","Cibola County, NM",28867
"cty21073","Franklin County, KY",28865
"cty54047","McDowell County, WV",28864
"cty37187","Washington County, NC",28858
"cty39101","Marion County, OH",28857
"cty37119","Mecklenburg County, NC",28835
"cty21117","Kenton County, KY",28833
"cty35031","McKinley County, NM",28806
"cty13005","Bacon County, GA",28803
"cty39049","Franklin County, OH",28784
"cty48011","Armstrong County, TX",28784
"cty37141","Pender County, NC",28781
"cty28069","Kemper County, MS",28778
"cty40001","Adair County, OK",28775
"cty29133","Mississippi County, MO",28755
"cty28079","Leake County, MS",28748
"cty12065","Jefferson County, FL",28743
"cty21101","Henderson County, KY",28730
"cty45003","Aiken County, SC",28729
"cty20209","Wyandotte County, KS",28706
"cty47091","Johnson County, TN",28705
"cty47173","Union County, TN",28701
"cty28145","Union County, MS",28696
"cty18159","Tipton County, IN",28696
"cty47079","Henry County, TN",28680
"cty48037","Bowie County, TX",28679
"cty28153","Wayne County, MS",28677
"cty01083","Limestone County, AL",28676
"cty01081","Lee County, AL",28675
"cty13143","Haralson County, GA",28673
"cty54011","Cabell County, WV",28668
"cty37023","Burke County, NC",28661
"cty13195","Madison County, GA",28660
"cty12105","Polk County, FL",28658
"cty51680","Lynchburg city, VA",28651
"cty37037","Chatham County, NC",28636
"cty22073","Ouachita Parish, LA",28632
"cty51081","Greensville County, VA",28631
"cty37109","Lincoln County, NC",28625
"cty04021","Pinal County, AZ",28619
"cty51117","Mecklenburg County, VA",28618
"cty21235","Whitley County, KY",28608
"cty13295","Walker County, GA",28606
"cty13257","Stephens County, GA",28602
"cty21013","Bell County, KY",28601
"cty37085","Harnett County, NC",28558
"cty13007","Baker County, GA",28557
"cty29069","Dunklin County, MO",28550
"cty47131","Obion County, TN",28541
"cty21067","Fayette County, KY",28535
"cty21111","Jefferson County, KY",28533
"cty01033","Colbert County, AL",28512
"cty13233","Polk County, GA",28506
"cty35029","Luna County, NM",28505
"cty37041","Chowan County, NC",28503
"cty51025","Brunswick County, VA",28492
"cty13251","Screven County, GA",28486
"cty45051","Horry County, SC",28475
"cty28065","Jefferson Davis County, MS",28474
"cty37127","Nash County, NC",28472
"cty37077","Granville County, NC",28462
"cty28013","Calhoun County, MS",28462
"cty37139","Pasquotank County, NC",28461
"cty22111","Union Parish, LA",28451
"cty28055","Issaquena County, MS",28444
"cty37033","Caswell County, NC",28438
"cty47053","Gibson County, TN",28431
"cty18067","Howard County, IN",28414
"cty24019","Dorchester County, MD",28414
"cty28125","Sharkey County, MS",28407
"cty21209","Scott County, KY",28404
"cty30087","Rosebud County, MT",28396
"cty45085","Sumter County, SC",28394
"cty21137","Lincoln County, KY",28388
"cty13069","Coffee County, GA",28388
"cty37145","Person County, NC",28377
"cty12123","Taylor County, FL",28371
"cty37035","Catawba County, NC",28370
"cty51640","Galax city, VA",28362
"cty28035","Forrest County, MS",28355
"cty22027","Claiborne Parish, LA",28353
"cty01067","Henry County, AL",28353
"cty47121","Meigs County, TN",28350
"cty45029","Colleton County, SC",28349
"cty47037","Davidson County, TN",28332
"cty47093","Knox County, TN",28311
"cty37015","Bertie County, NC",28308
"cty13321","Worth County, GA",28306
"cty06025","Imperial County, CA",28305
"cty12119","Sumter County, FL",28304
"cty46085","Lyman County, SD",28302
"cty02013","Aleutians East Borough, AK",28301
"cty13297","Walton County, GA",28289
"cty18053","Grant County, IN",28269
"cty45081","Saluda County, SC",28266
"cty26121","Muskegon County, MI",28258
"cty26025","Calhoun County, MI",28255
"cty01015","Calhoun County, AL",28253
"cty22047","Iberville Parish, LA",28251
"cty28037","Franklin County, MS",28247
"cty13305","Wayne County, GA",28232
"cty51540","Charlottesville city, VA",28228
"cty13145","Harris County, GA",28228
"cty22077","Pointe Coupee Parish, LA",28224
"cty05037","Cross County, AR",28220
"cty47163","Sullivan County, TN",28219
"cty21003","Allen County, KY",28213
"cty28105","Oktibbeha County, MS",28208
"cty18065","Henry County, IN",28198
"cty01001","Autauga County, AL",28196
"cty45001","Abbeville County, SC",28195
"cty01125","Tuscaloosa County, AL",28178
"cty47179","Washington County, TN",28177
"cty28071","Lafayette County, MS",28175
"cty37019","Brunswick County, NC",28174
"cty26049","Genesee County, MI",28164
"cty37013","Beaufort County, NC",28157
"cty05041","Desha County, AR",28134
"cty13299","Ware County, GA",28115
"cty37151","Randolph County, NC",28114
"cty45027","Clarendon County, SC",28110
"cty45091","York County, SC",28109
"cty47145","Roane County, TN",28105
"cty13115","Floyd County, GA",28104
"cty21147","McCreary County, KY",28092
"cty12031","Duval County, FL",28086
"cty51131","Northampton County, VA",28086
"cty05099","Nevada County, AR",28081
"cty45007","Anderson County, SC",28059
"cty13275","Thomas County, GA",28053
"cty48431","Sterling County, TX",28016
"cty47073","Hawkins County, TN",28006
"cty01091","Marengo County, AL",28003
"cty12125","Union County, FL",27988
"cty51101","King William County, VA",27986
"cty37163","Sampson County, NC",27977
"cty51800","Suffolk city, VA",27967
"cty37025","Cabarrus County, NC",27967
"cty51147","Prince Edward County, VA",27958
"cty18177","Wayne County, IN",27948
"cty45077","Pickens County, SC",27942
"cty45055","Kershaw County, SC",27941
"cty51710","Norfolk city, VA",27931
"cty13033","Burke County, GA",27931
"cty12045","Gulf County, FL",27929
"cty21023","Bracken County, KY",27929
"cty12027","DeSoto County, FL",27923
"cty37105","Lee County, NC",27922
"cty72127","San Juan Municipio, PR",27897
"cty05139","Union County, AR",27895
"cty39113","Montgomery County, OH",27882
"cty21079","Garrard County, KY",27881
"cty47167","Tipton County, TN",27874
"cty28081","Lee County, MS",27859
"cty13055","Chattooga County, GA",27824
"cty13181","Lincoln County, GA",27822
"cty26163","Wayne County, MI",27820
"cty47019","Carter County, TN",27819
"cty21065","Estill County, KY",27818
"cty47065","Hamilton County, TN",27812
"cty37079","Greene County, NC",27808
"cty37081","Guilford County, NC",27801
"cty47059","Greene County, TN",27786
"cty13053","Chattahoochee County, GA",27782
"cty47063","Hamblen County, TN",27764
"cty51029","Buckingham County, VA",27756
"cty01123","Tallapoosa County, AL",27750
"cty37001","Alamance County, NC",27744
"cty01069","Houston County, AL",27744
"cty37147","Pitt County, NC",27734
"cty13185","Lowndes County, GA",27711
"cty17127","Massac County, IL",27709
"cty37051","Cumberland County, NC",27707
"cty37191","Wayne County, NC",27706
"cty01109","Pike County, AL",27700
"cty22013","Bienville Parish, LA",27699
"cty37123","Montgomery County, NC",27692
"cty01097","Mobile County, AL",27683
"cty28029","Copiah County, MS",27680
"cty13197","Marion County, GA",27659
"cty13105","Elbert County, GA",27652
"cty18041","Fayette County, IN",27647
"cty47171","Unicoi County, TN",27641
"cty51740","Portsmouth city, VA",27626
"cty13317","Wilkes County, GA",27615
"cty47045","Dyer County, TN",27614
"cty22117","Washington Parish, LA",27605
"cty47013","Campbell County, TN",27597
"cty39141","Ross County, OH",27593
"cty13183","Long County, GA",27583
"cty37097","Iredell County, NC",27579
"cty28157","Wilkinson County, MS",27577
"cty28117","Prentiss County, MS",27570
"cty47143","Rhea County, TN",27567
"cty13087","Decatur County, GA",27565
"cty22081","Red River Parish, LA",27551
"cty05027","Columbia County, AR",27537
"cty28009","Benton County, MS",27531
"cty12013","Calhoun County, FL",27529
"cty37047","Columbus County, NC",27520
"cty13155","Irwin County, GA",27514
"cty13077","Coweta County, GA",27504
"cty13207","Monroe County, GA",27503
"cty47113","Madison County, TN",27489
"cty13175","Laurens County, GA",27488
"cty72047","Corozal Municipio, PR",27484
"cty37185","Warren County, NC",27479
"cty51049","Cumberland County, VA",27476
"cty13031","Bulloch County, GA",27466
"cty51135","Nottoway County, VA",27451
"cty45071","Newberry County, SC",27445
"cty12003","Baker County, FL",27444
"cty47097","Lauderdale County, TN",27442
"cty21173","Montgomery County, KY",27435
"cty01107","Pickens County, AL",27424
"cty28097","Montgomery County, MS",27421
"cty45041","Florence County, SC",27411
"cty39047","Fayette County, OH",27403
"cty13161","Jeff Davis County, GA",27387
"cty51820","Waynesboro city, VA",27386
"cty13035","Butts County, GA",27384
"cty05001","Arkansas County, AR",27374
"cty22017","Caddo Parish, LA",27369
"cty05111","Poinsett County, AR",27335
"cty13191","McIntosh County, GA",27333
"cty37067","Forsyth County, NC",27319
"cty28123","Scott County, MS",27317
"cty28113","Pike County, MS",27304
"cty13209","Montgomery County, GA",27296
"cty12093","Okeechobee County, FL",27292
"cty37083","Halifax County, NC",27284
"cty13003","Atkinson County, GA",27272
"cty21075","Fulton County, KY",27270
"cty51580","Covington city, VA",27263
"cty12107","Putnam County, FL",27257
"cty28137","Tate County, MS",27256
"cty01053","Escambia County, AL",27235
"cty45043","Georgetown County, SC",27235
"cty13307","Webster County, GA",27235
"cty13271","Telfair County, GA",27233
"cty05119","Pulaski County, AR",27223
"cty37057","Davidson County, NC",27221
"cty39131","Pike County, OH",27219
"cty32011","Eureka County, NV",27188
"cty13071","Colquitt County, GA",27185
"cty12023","Columbia County, FL",27164
"cty51670","Hopewell city, VA",27158
"cty01121","Talladega County, AL",27157
"cty12007","Bradford County, FL",27151
"cty18143","Scott County, IN",27138
"cty51183","Sussex County, VA",27129
"cty13279","Toombs County, GA",27120
"cty45083","Spartanburg County, SC",27114
"cty13059","Clarke County, GA",27106
"cty01073","Jefferson County, AL",27103
"cty13123","Gilmer County, GA",27099
"cty22067","Morehouse Parish, LA",27090
"cty21049","Clark County, KY",27086
"cty48267","Kimble County, TX",27074
"cty18097","Marion County, IN",27061
"cty13125","Glascock County, GA",27055
"cty01065","Hale County, AL",27052
"cty13315","Wilcox County, GA",27051
"cty37137","Pamlico County, NC",27043
"cty01019","Cherokee County, AL",27042
"cty05067","Jackson County, AR",27029
"cty39023","Clark County, OH",26986
"cty37161","Rutherford County, NC",26948
"cty28051","Holmes County, MS",26946
"cty37117","Martin County, NC",26944
"cty47029","Cocke County, TN",26936
"cty13051","Chatham County, GA",26930
"cty37195","Wilson County, NC",26925
"cty13167","Johnson County, GA",26921
"cty39163","Vinton County, OH",26914
"cty28075","Lauderdale County, MS",26881
"cty12077","Liberty County, FL",26860
"cty37107","Lenoir County, NC",26832
"cty13217","Newton County, GA",26832
"cty04001","Apache County, AZ",26819
"cty45089","Williamsburg County, SC",26818
"cty02261","Valdez-Cordova Census Area, AK",26817
"cty51045","Craig County, VA",26796
"cty05057","Hempstead County, AR",26790
"cty72117","Rincon Municipio, PR",26787
"cty21113","Jessamine County, KY",26784
"cty47095","Lake County, TN",26782
"cty05073","Lafayette County, AR",26780
"cty18035","Delaware County, IN",26771
"cty72013","Arecibo Municipio, PR",26766
"cty28087","Lowndes County, MS",26765
"cty47047","Fayette County, TN",26744
"cty45025","Chesterfield County, SC",26737
"cty22071","Orleans Parish, LA",26725
"cty22035","East Carroll Parish, LA",26718
"cty22065","Madison Parish, LA",26681
"cty47153","Sequatchie County, TN",26659
"cty37063","Durham County, NC",26657
"cty28017","Chickasaw County, MS",26650
"cty01105","Perry County, AL",26643
"cty13313","Whitfield County, GA",26637
"cty45075","Orangeburg County, SC",26625
"cty28095","Monroe County, MS",26605
"cty13171","Lamar County, GA",26592
"cty13205","Mitchell County, GA",26569
"cty45047","Greenwood County, SC",26538
"cty45057","Lancaster County, SC",26533
"cty01013","Butler County, AL",26526
"cty37017","Bladen County, NC",26511
"cty05147","Woodruff County, AR",26496
"cty02016","Aleutians West Census Area, AK",26493
"cty51595","Emporia city, VA",26440
"cty51530","Buena Vista city, VA",26434
"cty18095","Madison County, IN",26417
"cty28161","Yalobusha County, MS",26414
"cty01005","Barbour County, AL",26395
"cty37159","Rowan County, NC",26387
"cty13109","Evans County, GA",26374
"cty01007","Bibb County, AL",26369
"cty45059","Laurens County, SC",26367
"cty13063","Clayton County, GA",26354
"cty72081","Lares Municipio, PR",26347
"cty13065","Clinch County, GA",26315
"cty48101","Cottle County, TX",26303
"cty48327","Menard County, TX",26297
"cty45037","Edgefield County, SC",26284
"cty45079","Richland County, SC",26279
"cty37071","Gaston County, NC",26278
"cty13127","Glynn County, GA",26278
"cty28163","Yazoo County, MS",26278
"cty45017","Calhoun County, SC",26275
"cty29510","St. Louis city, MO",26228
"cty13017","Ben Hill County, GA",26226
"cty28149","Warren County, MS",26219
"cty13099","Early County, GA",26215
"cty28011","Bolivar County, MS",26150
"cty13121","Fulton County, GA",26123
"cty13163","Jefferson County, GA",26115
"cty13089","DeKalb County, GA",26104
"cty13287","Turner County, GA",26104
"cty13027","Brooks County, GA",26098
"cty51590","Danville city, VA",26093
"cty21131","Leslie County, KY",26090
"cty28043","Grenada County, MS",26087
"cty51155","Pulaski County, VA",26076
"cty05069","Jefferson County, AR",26073
"cty51770","Roanoke city, VA",26068
"cty45031","Darlington County, SC",26059
"cty37131","Northampton County, NC",26051
"cty05017","Chicot County, AR",26049
"cty05123","St. Francis County, AR",26048
"cty13043","Candler County, GA",25986
"cty45053","Jasper County, SC",25982
"cty12079","Madison County, FL",25974
"cty05093","Mississippi County, AR",25957
"cty13215","Muscogee County, GA",25955
"cty22091","St. Helena Parish, LA",25954
"cty13211","Morgan County, GA",25951
"cty13293","Upson County, GA",25917
"cty28049","Hinds County, MS",25911
"cty01099","Monroe County, AL",25908
"cty13023","Bleckley County, GA",25905
"cty13075","Cook County, GA",25883
"cty28061","Jasper County, MS",25870
"cty13245","Richmond County, GA",25842
"cty13199","Meriwether County, GA",25831
"cty28099","Neshoba County, MS",25792
"cty37181","Vance County, NC",25767
"cty13289","Twiggs County, GA",25759
"cty12051","Hendry County, FL",25750
"cty05035","Crittenden County, AR",25738
"cty72023","Cabo Rojo Municipio, PR",25727
"cty37065","Edgecombe County, NC",25724
"cty13159","Jasper County, GA",25722
"cty37153","Richmond County, NC",25715
"cty02060","Bristol Bay Borough, AK",25709
"cty37045","Cleveland County, NC",25709
"cty01047","Dallas County, AL",25690
"cty13255","Spalding County, GA",25668
"cty01011","Bullock County, AL",25661
"cty06003","Alpine County, CA",25653
"cty13253","Seminole County, GA",25649
"cty28093","Marshall County, MS",25627
"cty37157","Rockingham County, NC",25610
"cty45087","Union County, SC",25610
"cty01017","Chambers County, AL",25604
"cty24510","Baltimore city, MD",25578
"cty37007","Anson County, NC",25567
"cty13243","Randolph County, GA",25566
"cty37027","Caldwell County, NC",25547
"cty13225","Peach County, GA",25544
"cty13173","Lanier County, GA",25541
"cty02275","Wrangell City and Borough, AK",25536
"cty45023","Chester County, SC",25536
"cty13009","Baldwin County, GA",25524
"cty17003","Alexander County, IL",25512
"cty13319","Wilkinson County, GA",25507
"cty13303","Washington County, GA",25484
"cty47069","Hardeman County, TN",25476
"cty45011","Barnwell County, SC",25473
"cty46121","Todd County, SD",25472
"cty01131","Wilcox County, AL",25471
"cty13213","Murray County, GA",25458
"cty28025","Clay County, MS",25443
"cty72055","Guanica Municipio, PR",25420
"cty01085","Lowndes County, AL",25416
"cty13165","Jenkins County, GA",25403
"cty13277","Tift County, GA",25401
"cty13189","McDuffie County, GA",25388
"cty02070","Dillingham Census Area, AK",25385
"cty13237","Putnam County, GA",25378
"cty45021","Cherokee County, SC",25372
